feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g__Dorea	Antibiotics	Yes	-2.8924747538225	1.05637503524874	53	30	0.00858949446753698	0.12415723821258
g__Erysipelatoclostridium	Antibiotics	Yes	-3.37753612678332	1.22984496759607	53	44	0.00840614271483003	0.12415723821258
g__Staphylococcus	Antibiotics	Yes	1.36487052209202	0.535995784103257	53	7	0.0140767271201333	0.194626053226191
g__Sellimonas	Age	Age	-1.06684336433577	0.432090641991849	53	12	0.0170821619876327	0.226338646336134
g__Anaerobutyricum	Antibiotics	Yes	-2.81662522495557	1.16151959497986	53	30	0.0190425921699398	0.242221772401635
g__Butyricimonas	Antibiotics	Yes	-2.20750599205785	0.928884846053473	53	22	0.0214287082055733	0.262089584975857
g__Faecalibacillus	Antibiotics	Yes	-1.66070006393756	0.703933017635729	53	19	0.0223460214885343	0.263186475309405
g__Barnesiella	Age	Age	-1.84126903962013	0.807917521578976	53	19	0.0270590925282557	0.296716945654666
g__Agathobaculum	Age	Age	-1.08580814768567	0.474756629165309	53	23	0.0265484479192066	0.296716945654666
g__Staphylococcus	Age	Age	0.60364134387943	0.270947395143455	53	7	0.0305106974624337	0.319502989645078
g__Lachnospira	Antibiotics	Yes	-1.98914923664354	0.901960575793908	53	17	0.0321512442410142	0.319502989645078
g__Aggregatibacter	Antibiotics	Yes	-1.35657830412545	0.613932247580298	53	14	0.0318327485965831	0.319502989645078
g__Eggerthella	Antibiotics	Yes	-1.98868557933157	0.918531751741067	53	22	0.0352801684847288	0.336465692576193
g__Gemmiger	Antibiotics	Yes	-2.38672986985108	1.10673013781145	53	22	0.0359743193320457	0.336465692576193
g__Roseburia	Antibiotics	Yes	-3.05260986890176	1.4500106805251	53	31	0.0404208494956496	0.358662451372864
g__Gemmiger	Age	Age	-1.17666540588883	0.559455236142307	53	22	0.0406032963818336	0.358662451372864
g__Methanobrevibacter	Antibiotics	Yes	1.06370937669638	0.521663870455234	53	6	0.0468559293109116	0.377753333157749
g__Alistipes	Antibiotics	Yes	-3.87315426033294	1.89181564999402	53	34	0.0460077112534594	0.377753333157749
g__Peptostreptococcus	Age	Age	-0.566696370003931	0.283374463443717	53	6	0.0510798532257333	0.377753333157749
g__Agathobaculum	Antibiotics	Yes	-1.90362982325487	0.939176963015087	53	23	0.0481304973651912	0.377753333157749
g__Flavonifractor	Antibiotics	Yes	-1.4749336004258	0.737219959494894	53	28	0.0509844509344179	0.377753333157749
g__Holdemania	Antibiotics	Yes	-1.37462841666027	0.677612718400172	53	11	0.0479482145438461	0.377753333157749
g__Fusobacterium	Response	PNR	2.56765389669274	1.27614393610546	53	27	0.0497303495299194	0.377753333157749
g__Holdemania	Age	Age	-0.674033423228635	0.342535158693026	53	11	0.0547666252979795	0.392960437929652
g__Fusobacterium	Antibiotics	Yes	-2.46288006111193	1.25610230881226	53	27	0.0556076091409885	0.392960437929652
g__Actinomyces	Response	PNR	1.81656011322877	0.942894469126716	53	17	0.0598424483507474	0.396456220323702
g__Isoptericola	Response	PNR	0.886798864818145	0.459939756405049	53	8	0.0596511152712198	0.396456220323702
g__Agathobaculum	Response	PNR	1.84427747249031	0.954161916488274	53	23	0.0590413531538527	0.396456220323702
g__Colibacter	Age	Age	0.683706371799293	0.360422373492246	53	7	0.063735448172846	0.405521119914999
g__Leptotrichia	Age	Age	0.502024783576301	0.264673775371668	53	6	0.0637611823765721	0.405521119914999
g__Gemella	Antibiotics	Yes	-1.15027765672302	0.619515655458296	53	10	0.0693654635217112	0.432514066664787
g__Actinomyces	Age	Age	-0.858867050415913	0.469150352875894	53	17	0.0732322063040765	0.435512819384738
g__Anaerotignum	Response	PNR	2.14803124992708	1.17322399654842	53	24	0.0732029165675164	0.435512819384738
g__Lachnospira	Age	Age	-0.832528410156553	0.455943639449169	53	17	0.0739550070653328	0.435512819384738
g__Coprococcus	Age	Age	-1.2274341175	0.688199606892433	53	26	0.0806917547846185	0.466545054936522
g__Klebsiella	Antibiotics	Yes	2.10332961950277	1.19103373410548	53	11	0.0836307518029229	0.474903197738027
g__Parabacteroides	Antibiotics	Yes	-1.94712086099619	1.13622581597441	53	42	0.0929091384929551	0.508216905760453
g__Eubacterium	Age	Age	-0.705306436126054	0.412813854694694	53	22	0.0938654671270606	0.508216905760453
g__Enterocloster	Antibiotics	Yes	-1.71944842461225	1.01275500076529	53	35	0.0958899822189535	0.508216905760453
g__Gemmiger	Response	PNR	1.90943003233477	1.1243884708792	53	22	0.0958137226954738	0.508216905760453
g__Flavonifractor	Age	Age	-0.62733307557631	0.372666788801504	53	28	0.0986666866471543	0.51436075989828
g__Solobacterium	Antibiotics	Yes	-0.56847326971542	0.339418044656383	53	8	0.100335871480321	0.514625921463579
g__Fusicatenibacter	Age	Age	-0.864913579129345	0.540004824248702	53	25	0.115654954706774	0.548929486518717
g__Dielma	Age	Age	-0.267844945929489	0.166983358156304	53	7	0.115136281709764	0.548929486518717
g__Dielma	Antibiotics	Yes	-0.538521119966741	0.330331191926741	53	7	0.109461812239122	0.548929486518717
g__Holdemania	Response	PNR	1.10446899120566	0.688424307118734	53	11	0.115065274925007	0.548929486518717
g__Campylobacter	Antibiotics	Yes	-2.46085548791225	1.52833476475578	53	21	0.113788284769506	0.548929486518717
g__Parabacteroides	Age	Age	-0.890100614467288	0.574365385444348	53	42	0.127646108605191	0.559117365550995
g__Granulicatella	Age	Age	-0.238636396388451	0.15291113337871	53	7	0.125049176820401	0.559117365550995
g__Lactococcus	Age	Age	0.515556723831437	0.334879846895305	53	10	0.13010907248671	0.559117365550995
g__Turicibacter	Antibiotics	Yes	-0.751688839497266	0.486312653100305	53	8	0.128614064870495	0.559117365550995
g__Veillonella	Age	Age	-1.20539245792805	0.765927328841579	53	42	0.12197630965629	0.559117365550995
g__Parasutterella	Antibiotics	Yes	1.28783326225178	0.821380048784297	53	10	0.123342805233164	0.559117365550995
g__Desulfovibrio	Age	Age	-0.741131445870071	0.477112570770518	53	11	0.12677093344322	0.559117365550995
g__Senegalimassilia	Antibiotics	Yes	-1.12173852136226	0.746361885669024	53	8	0.139272099140311	0.567801634956651
g__Lactobacillus	Response	PNR	2.11486324585452	1.39059531498591	53	17	0.134729098920248	0.567801634956651
g__Acidaminococcus	Age	Age	-0.599201002079251	0.396121012515814	53	8	0.136786624810524	0.567801634956651
g__Klebsiella	Response	PNR	-1.82618376401689	1.2100371656135	53	11	0.137670280929082	0.567801634956651
g__Coprobacter	Antibiotics	Yes	-1.12854428998157	0.759868433292009	53	11	0.143900689607133	0.572005241188355
g__Fusobacterium	Age	Age	-0.945832078359417	0.634963293929186	53	27	0.142742228759073	0.572005241188355
g__Prevotella	Antibiotics	Yes	-2.5646941876814	1.76754084583009	53	29	0.153153265437286	0.575849924537176
g__Streptococcus	Age	Age	-0.954482087015346	0.656824519156764	53	43	0.152549400430727	0.575849924537176
g__Mogibacterium	Response	PNR	1.15098779803152	0.792316314426958	53	9	0.152684758364179	0.575849924537176
g__Eubacterium	Antibiotics	Yes	-1.18268131417461	0.816640018327614	53	22	0.15392214964044	0.575849924537176
g__Anaeroglobus	Antibiotics	Yes	0.95563159030991	0.652903304985332	53	12	0.14967153833979	0.575849924537176
g__Prevotella	Age	Age	-1.27691686226564	0.893496930742766	53	29	0.159313450970911	0.58124202358527
g__Lactobacillus	Age	Age	-0.986928902207813	0.691910180931951	53	17	0.160098526112956	0.58124202358527
g__Massilimaliae	Antibiotics	Yes	-1.0219339132127	0.717760549961622	53	6	0.160846849294037	0.58124202358527
g__Streptococcus	Antibiotics	Yes	-1.83301489386169	1.29934880155344	53	43	0.164645138233522	0.588282628744496
g__Catenibacterium	Age	Age	-0.374632174957115	0.270245429771642	53	6	0.171941541207207	0.59749438716555
g__Anaeroglobus	Age	Age	0.458658612624297	0.330044479850329	53	12	0.170906006964829	0.59749438716555
g__Haemophilus	Age	Age	-0.86134489696038	0.622698439692953	53	29	0.172860011381228	0.59749438716555
g__Catenibacterium	Antibiotics	Yes	-0.733950480946062	0.534607136392954	53	6	0.176040960332449	0.601946509523857
g__Oscillibacter	Response	PNR	0.81892124204357	0.609187276561327	53	8	0.185047102919822	0.619420828721089
g__Selenomonas	Antibiotics	Yes	-0.419637856628949	0.311714271390363	53	6	0.184424786143608	0.619420828721089
g__Lacrimispora	Antibiotics	Yes	-1.47434793937962	1.10784402717341	53	28	0.189405991140577	0.620939228687666
g__Neisseria	Antibiotics	Yes	-0.660054540551247	0.493788195858136	53	7	0.187488983300887	0.620939228687666
g__Alistipes	Age	Age	-1.25313755163997	0.956318198127383	53	34	0.196177588212689	0.636576255628928
g__Isoptericola	Age	Age	-0.295973406093572	0.228849469462825	53	8	0.201967827276264	0.64874514216012
g__Lacticaseibacillus	Age	Age	0.64923752338759	0.521291827958335	53	11	0.218893014441403	0.675805617401612
g__Mogibacterium	Age	Age	-0.492707285216292	0.394228082435363	53	9	0.217308238824417	0.675805617401612
g__Lachnoclostridium	Antibiotics	Yes	-1.65738791462216	1.31632433306626	53	25	0.213958424422822	0.675805617401612
g__Faecalibacillus	Age	Age	-0.444880966886156	0.355840144905188	53	19	0.21715452886879	0.675805617401612
g__Trueperella	Age	Age	-0.258528653197981	0.212242959414372	53	7	0.229026881521149	0.694227600664864
g__Veillonella	Antibiotics	Yes	-1.84480620932343	1.51517905891361	53	42	0.229226094559153	0.694227600664864
g__Sutterella	Response	PNR	1.44746695213044	1.19881335488688	53	34	0.233067856628366	0.699203569885098
g__Gemella	Response	PNR	0.75444195207342	0.629400281719944	53	10	0.236422212886673	0.702637978485626
g__Adlercreutzia	Response	PNR	0.885168344816317	0.748033194401771	53	10	0.24238872311654	0.713700129176478
g__Granulicatella	Response	PNR	0.358320765422919	0.307319521443104	53	7	0.249276584230359	0.724967339671708
g__Peptostreptococcus	Antibiotics	Yes	0.651517745481177	0.56057936134775	53	6	0.250774865924176	0.724967339671708
g__Olsenella	Antibiotics	Yes	0.993588421784087	0.879854075675327	53	13	0.264284266215477	0.730803449187144
g__Odoribacter	Age	Age	-0.733470900561753	0.644774173408865	53	24	0.260835282301494	0.730803449187144
g__Eisenbergiella	Antibiotics	Yes	0.984068699988121	0.866941311964498	53	13	0.261853754828634	0.730803449187144
g__Faecalibacillus	Response	PNR	-0.808505006238592	0.715164557518956	53	19	0.263762186852965	0.730803449187144
g__Campylobacter	Response	PNR	1.78019309436037	1.55271997248894	53	21	0.257156367965899	0.730803449187144
g__Collinsella	Age	Age	-0.706471854315979	0.630008194557988	53	31	0.267596234005492	0.73358277942885
g__Rothia	Antibiotics	Yes	-0.740882479307975	0.691829639725933	53	16	0.289459657989989	0.748793342838612
g__Senegalimassilia	Response	PNR	-0.802615679063797	0.758270395536009	53	8	0.295025930921704	0.748793342838612
g__Adlercreutzia	Antibiotics	Yes	-0.758562623162622	0.736285458068125	53	10	0.307948492735576	0.748793342838612
g__Odoribacter	Antibiotics	Yes	-1.30721840276529	1.27551046749438	53	24	0.310462772055591	0.748793342838612
g__Prevotella	Response	PNR	-1.82101402737261	1.79574268465255	53	29	0.315529270252748	0.748793342838612
g__Ligilactobacillus	Antibiotics	Yes	-0.401041108928113	0.389594900840938	53	7	0.30835581274321	0.748793342838612
g__Limosilactobacillus	Antibiotics	Yes	1.1007530128829	1.03337074993661	53	14	0.292003484113683	0.748793342838612
g__Lactococcus	Response	PNR	-0.69255902960059	0.673038725270047	53	10	0.308530925663452	0.748793342838612
g__Streptococcus	Response	PNR	1.36723418398792	1.32008044436782	53	43	0.305417156409051	0.748793342838612
g__Anaerotignum	Age	Age	-0.629548434223216	0.583754036114922	53	24	0.286114256917493	0.748793342838612
g__Anaerotignum	Antibiotics	Yes	-1.25515380088586	1.15479870970967	53	24	0.282397686503391	0.748793342838612
g__Lachnospira	Response	PNR	0.95240896610699	0.91635172655162	53	17	0.303744180772504	0.748793342838612
g__Ruthenibacterium	Age	Age	-0.431785439937541	0.415346216984274	53	19	0.303637939656795	0.748793342838612
g__Anaeroglobus	Response	PNR	-0.681835920763998	0.663320644882902	53	12	0.309038344922876	0.748793342838612
g__Bilophila	Age	Age	-0.459139576955977	0.450761400766478	53	24	0.313402251929701	0.748793342838612
g__Bilophila	Antibiotics	Yes	-0.908597621515613	0.891708924971914	53	24	0.313236331624712	0.748793342838612
g__Escherichia	Antibiotics	Yes	-1.64927069758064	1.55785370014874	53	41	0.294936071500526	0.748793342838612
g__Aggregatibacter	Age	Age	-0.324355572038461	0.310344499359725	53	14	0.301083784755068	0.748793342838612
g__Megamonas	Antibiotics	Yes	0.634644494109889	0.630472955092844	53	6	0.319064278381032	0.751573633519765
g__Leptotrichia	Response	PNR	-0.531225662524552	0.53193914784681	53	6	0.322866375750408	0.754937555063453
g__Lancefieldella	Antibiotics	Yes	-0.999395339326181	1.03677831892493	53	17	0.339807753320937	0.771599027364336
g__Parabacteroides	Response	PNR	1.10496850313061	1.1543547646794	53	42	0.343156706544843	0.771599027364336
g__Lactococcus	Antibiotics	Yes	0.647104456750879	0.662468764543733	53	10	0.333462523528902	0.771599027364336
g__Evtepia	Response	PNR	0.610378257768147	0.63550459429659	53	12	0.341538229677912	0.771599027364336
g__Anaerobutyricum	Response	PNR	1.12627833073636	1.18005211629841	53	30	0.344550509074641	0.771599027364336
g__Roseburia	Age	Age	-0.70602090249655	0.732984527995427	53	31	0.340169803588628	0.771599027364336
g__Limosilactobacillus	Response	PNR	0.9966591302153	1.04985860389614	53	14	0.347113232507779	0.771902153408907
g__Gemella	Age	Age	-0.293175121246624	0.313166927941133	53	10	0.353780730350098	0.778340780230831
g__Oscillibacter	Antibiotics	Yes	-0.56002176687698	0.599620092168424	53	8	0.354903814885128	0.778340780230831
g__Unknown	Age	Age	-0.517042575256402	0.557097563862653	53	45	0.357904783636334	0.779546035591468
g__Dielma	Response	PNR	0.299876643645218	0.335601761517666	53	7	0.375931022525304	0.812391018783167
g__Acidaminococcus	Response	PNR	0.708129605140585	0.796120709526226	53	8	0.378093933270153	0.812391018783167
g__Trueperella	Response	PNR	0.374069772582482	0.426564130914844	53	7	0.384800251485961	0.815776533150236
g__Olsenella	Age	Age	-0.390426718820001	0.444768740689678	53	13	0.384325619525916	0.815776533150236
g__Paraprevotella	Antibiotics	Yes	-0.472450897755659	0.557476412542877	53	12	0.400847464123869	0.823027424542802
g__Enterococcus	Age	Age	-0.816724282412965	0.964354423115221	53	24	0.401161166050737	0.823027424542802
g__Anaerobutyricum	Age	Age	-0.504000859752495	0.587151462757113	53	30	0.394860547973485	0.823027424542802
g__Peptostreptococcus	Response	PNR	0.488329971586272	0.569523634875135	53	6	0.395378512923198	0.823027424542802
g__Megamonas	Age	Age	-0.271023832589207	0.318705874107946	53	6	0.399245450851979	0.823027424542802
g__Isoptericola	Antibiotics	Yes	-0.377492315763343	0.452716479379316	53	8	0.408418676813446	0.827242925010675
g__Escherichia	Age	Age	-0.657113488989478	0.787499481504466	53	41	0.408088265338759	0.827242925010675
g__Slackia	Antibiotics	Yes	-0.928162731232304	1.13134644373925	53	15	0.415958327813697	0.831916655627394
g__Ruthenibacterium	Antibiotics	Yes	-0.677838738003573	0.82164960888049	53	19	0.413385150400787	0.831916655627394
g__Coprobacter	Response	PNR	0.622249200992523	0.771992445663511	53	11	0.424120071308223	0.832531991827253
g__Candidatus_Avimicrobium	Age	Age	-0.198431969186937	0.246114420351908	53	6	0.42398939077559	0.832531991827253
g__Enterocloster	Response	PNR	0.829927694391648	1.02891392199509	53	35	0.423791538170489	0.832531991827253
g__Evtepia	Age	Age	-0.249740946009769	0.316204214183834	53	12	0.433444855014841	0.840460145699509
g__Solobacterium	Age	Age	-0.136002842928221	0.171576788086481	53	8	0.431794523107794	0.840460145699509
g__Limosilactobacillus	Age	Age	0.402184128727308	0.522371856676439	53	14	0.445043857622943	0.854581740008102
g__Faecalibacterium	Response	PNR	-1.24113519061453	1.61581040320096	53	38	0.446102417740079	0.854581740008102
g__Mediterraneibacter	Age	Age	-0.469510004646425	0.628563882099178	53	42	0.458659055018263	0.873374727519806
g__Barnesiella	Antibiotics	Yes	-1.1462395889235	1.59824524328867	53	19	0.476664188706846	0.881274488423123
g__Lacrimispora	Response	PNR	0.811833365748387	1.12552013280259	53	28	0.474155022654204	0.881274488423123
g__Sellimonas	Response	PNR	-0.633350988813088	0.868412171062146	53	12	0.469277502132729	0.881274488423123
g__Colibacter	Antibiotics	Yes	0.520923108977691	0.712997711552275	53	7	0.468496646275423	0.881274488423123
g__Veillonella	Response	PNR	1.11153687099352	1.5393543619667	53	42	0.473677381531338	0.881274488423123
g__Intestinimonas	Antibiotics	Yes	-0.495922822826959	0.69802746295428	53	12	0.480784899405063	0.883754901796589
g__Collinsella	Response	PNR	0.882795295911992	1.26618521868697	53	31	0.488967132914533	0.888332507914158
g__Ligilactobacillus	Response	PNR	0.271780500702346	0.395811047203547	53	7	0.495545096895205	0.888332507914158
g__Candidatus_Avimicrobium	Antibiotics	Yes	0.326970349358897	0.486870492502042	53	6	0.505007915199783	0.888332507914158
g__Clostridium	Response	PNR	0.852548450610454	1.24765959155317	53	43	0.497624310944378	0.888332507914158
g__Tyzzerella	Response	PNR	-0.509107838340386	0.744963827747379	53	12	0.497573427626381	0.888332507914158
g__Intestinibacter	Antibiotics	Yes	-0.603856901997477	0.893610023895749	53	17	0.502376349482437	0.888332507914158
g__Romboutsia	Response	PNR	-0.270099804203797	0.400494590201228	53	6	0.503216709734835	0.888332507914158
g__Coprobacillus	Antibiotics	Yes	-0.346215441768893	0.516276129859616	53	6	0.505623219913405	0.888332507914158
g__Mogibacterium	Antibiotics	Yes	-0.517422715604604	0.779873119092321	53	9	0.510138924516577	0.891341637342151
g__Phocaeicola	Response	PNR	0.743595911456835	1.17189105765565	53	47	0.528688884467974	0.896815477884579
g__Porphyromonas	Age	Age	-0.146921566179423	0.232395957814759	53	6	0.530192798246229	0.896815477884579
g__Butyricicoccus	Age	Age	-0.141974346818074	0.22410151305893	53	6	0.529335751428322	0.896815477884579
g__Hungatella	Age	Age	0.463170574656991	0.719183996007477	53	21	0.522564236997183	0.896815477884579
g__Dorea	Age	Age	-0.348446598295468	0.534000588407769	53	30	0.517114816378931	0.896815477884579
g__Roseburia	Response	PNR	0.936133821119207	1.47314619538434	53	31	0.528081459068445	0.896815477884579
g__Blautia	Age	Age	-0.316965531206411	0.507250894466655	53	42	0.534955966995312	0.897011143073207
g__Fusicatenibacter	Response	PNR	0.676512353947145	1.0852971951628	53	25	0.535950054037451	0.897011143073207
g__Porphyromonas	Response	PNR	-0.286131777640762	0.467067459136939	53	6	0.542964816284793	0.903993777898242
g__Methanobrevibacter	Age	Age	-0.154625729929365	0.263702571983419	53	6	0.560322494978981	0.906022827102441
g__Actinomyces	Antibiotics	Yes	-0.502586276954905	0.928086469031731	53	17	0.590596536443904	0.906022827102441
g__Porphyromonas	Antibiotics	Yes	-0.247631438092081	0.459732242730727	53	6	0.592572162710945	0.906022827102441
g__Granulicatella	Antibiotics	Yes	0.169087123430055	0.302493119707038	53	7	0.578722350483809	0.906022827102441
g__Lactobacillus	Antibiotics	Yes	-0.779599116781712	1.36875624791038	53	17	0.571573115273677	0.906022827102441
g__Eubacterium	Response	PNR	0.466535837912828	0.829669844612637	53	22	0.576464953848318	0.906022827102441
g__Anaerostipes	Response	PNR	0.868075922791743	1.56750287006138	53	41	0.582237358345557	0.906022827102441
g__Eisenbergiella	Age	Age	-0.254192952948767	0.438241301864006	53	13	0.564552411101526	0.906022827102441
g__Anaerotruncus	Antibiotics	Yes	-0.611190053225611	1.14365174659023	53	14	0.59546783290695	0.906022827102441
g__Massilimaliae	Age	Age	-0.194868340902083	0.362830001870631	53	6	0.593643691026345	0.906022827102441
g__Massilimaliae	Response	PNR	-0.417460211835276	0.729212713791892	53	6	0.569613905810276	0.906022827102441
g__Coprobacillus	Age	Age	-0.142329536771574	0.260979053770429	53	6	0.587974766098364	0.906022827102441
g__Allisonella	Antibiotics	Yes	-0.541802975304137	0.895564543655372	53	9	0.547980720337733	0.906022827102441
g__Leptotrichia	Antibiotics	Yes	0.309706720260396	0.523585132408436	53	6	0.556896861573594	0.906022827102441
g__Desulfovibrio	Response	PNR	0.543956594532359	0.958896868291081	53	11	0.573118381420218	0.906022827102441
g__Escherichia	Response	PNR	0.952737621699126	1.58270989459778	53	41	0.549972132456137	0.906022827102441
g__Klebsiella	Age	Age	-0.351276140525482	0.602070944128348	53	11	0.562268859264856	0.906022827102441
g__Haemophilus	Response	PNR	0.680697680548329	1.2514941342816	53	29	0.588971194621684	0.906022827102441
g__Alistipes	Response	PNR	0.974833332535228	1.92200034426505	53	34	0.614291591569122	0.912825822985892
g__Ligilactobacillus	Age	Age	-0.0999144972748974	0.196941331769299	53	7	0.614198271381676	0.912825822985892
g__Butyricicoccus	Response	PNR	0.229555652674755	0.450397353195833	53	6	0.612568104014702	0.912825822985892
g__Ruthenibacterium	Response	PNR	-0.435134881676131	0.834759365236534	53	19	0.604526883476307	0.912825822985892
g__Phascolarctobacterium	Age	Age	0.307592759066191	0.606301007296507	53	23	0.614201378255748	0.912825822985892
g__Rothia	Response	PNR	0.324372193625138	0.702868065252666	53	16	0.646483616657316	0.938531830683473
g__Eggerthella	Age	Age	-0.217084473310308	0.464320416077848	53	22	0.642192239185013	0.938531830683473
g__Barnesiella	Response	PNR	-0.757899078286949	1.62374590136757	53	19	0.642740605970316	0.938531830683473
g__Coprobacter	Age	Age	-0.178610314546025	0.384115656798796	53	11	0.643997759025607	0.938531830683473
g__Hungatella	Response	PNR	-0.653718354215287	1.44541000121401	53	21	0.653069054677716	0.938531830683473
g__Faecalicatena	Antibiotics	Yes	-0.79840152203074	1.76965247156191	53	19	0.653862557407845	0.938531830683473
g__Sellimonas	Antibiotics	Yes	-0.384043808232188	0.854773903013459	53	12	0.655201466703556	0.938531830683473
g__Faecalibacterium	Age	Age	-0.369495227230216	0.803969103291446	53	38	0.647844018388842	0.938531830683473
g__Trueperella	Antibiotics	Yes	0.186270396591407	0.419865012510899	53	7	0.659253210635554	0.940100990951149
g__Staphylococcus	Response	PNR	-0.238563400345369	0.544547816577336	53	7	0.663243087280311	0.941568311406871
g__Senegalimassilia	Age	Age	-0.160572123103191	0.377288058514694	53	8	0.672266092916056	0.942641855933092
g__Parasutterella	Age	Age	0.174654320161923	0.415209953588061	53	10	0.675856425008632	0.942641855933092
g__Sutterella	Age	Age	-0.252238841504654	0.596486379857989	53	34	0.674237004812521	0.942641855933092
g__Aggregatibacter	Response	PNR	0.268712327982681	0.623727788280259	53	14	0.668490947600133	0.942641855933092
g__Rothia	Age	Age	-0.11719215863688	0.349721852906711	53	16	0.738979262486025	0.951095510445024
g__Olsenella	Response	PNR	0.35508438588218	0.893892508160789	53	13	0.692920086988682	0.951095510445024
g__Adlercreutzia	Age	Age	-0.121873441411565	0.372194395669225	53	10	0.744725729876764	0.951095510445024
g__Butyricimonas	Age	Age	-0.168527974736582	0.469553934733809	53	22	0.721203762580252	0.951095510445024
g__Butyricimonas	Response	PNR	0.37230634210737	0.943705584581146	53	22	0.694912537815801	0.951095510445024
g__Paraprevotella	Age	Age	0.0981966130303812	0.281805913987025	53	12	0.728991425653914	0.951095510445024
g__Paraprevotella	Response	PNR	-0.213400291864274	0.566371177249984	53	12	0.707960021393661	0.951095510445024
g__Lacticaseibacillus	Response	PNR	0.348841991725208	1.04768797117988	53	11	0.740582204816747	0.951095510445024
g__Clostridium	Age	Age	-0.215170359783717	0.620790509237252	53	43	0.730370643408327	0.951095510445024
g__Faecalicatena	Age	Age	-0.296354554602021	0.894564363563178	53	19	0.741842907987404	0.951095510445024
g__Dysosmobacter	Age	Age	-0.223910554150914	0.565030117842609	53	20	0.693618406832392	0.951095510445024
g__Romboutsia	Antibiotics	Yes	-0.152249054353282	0.394204889578386	53	6	0.701007145707293	0.951095510445024
g__Erysipelatoclostridium	Response	PNR	0.430382973138382	1.24946764824562	53	44	0.731979585320539	0.951095510445024
g__Solobacterium	Response	PNR	0.116267629370831	0.344833598707887	53	8	0.737428589676287	0.951095510445024
g__Allisonella	Age	Age	-0.182599554097249	0.452710426990065	53	9	0.688447424033959	0.951095510445024
g__Dialister	Age	Age	-0.235339740981366	0.687672632682446	53	23	0.73364410534175	0.951095510445024
g__Dialister	Antibiotics	Yes	-0.493931401273608	1.3603734103656	53	23	0.718102936315814	0.951095510445024
g__Megasphaera	Age	Age	-0.302637745352146	0.914204811274334	53	25	0.742026320993204	0.951095510445024
g__Megasphaera	Antibiotics	Yes	0.702530414335383	1.80850575954243	53	25	0.699359110605595	0.951095510445024
g__Neisseria	Response	PNR	0.171324238461868	0.501666788958194	53	7	0.734179911943274	0.951095510445024
g__Akkermansia	Response	PNR	-0.38705841876194	1.04535399215565	53	7	0.712780480940201	0.951095510445024
g__Slackia	Age	Age	-0.181845407688397	0.571898848885179	53	15	0.751860561279609	0.952556408314406
g__Desulfovibrio	Antibiotics	Yes	0.303716397094863	0.943837553190966	53	11	0.748981440468311	0.952556408314406
g__Tyzzerella	Antibiotics	Yes	-0.225968213629484	0.733264295304198	53	12	0.759261153481442	0.958115265107534
g__Anaerotruncus	Response	PNR	-0.349294453374391	1.16189917906256	53	14	0.764973312096551	0.960324943890325
g__Akkermansia	Antibiotics	Yes	-0.306502643001485	1.02893688237085	53	7	0.767051999207995	0.960324943890325
